snapshot_date,commence_time,home_team,away_team,market,player,selection,line,american_odds,book,model_probability,edge,calibrated_probability,calibrated_edge,gates_in_force,settled_at,outcome,actual,profit_units
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,pass_attempts,Drake Maye,over,32.5,-110,fanatics,0.29005,-0.2337595238095238,0.1666666666666666,-0.3571428571428572,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,won,33.0,0.9090909090909091
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,pass_attempts,Drake Maye,under,32.5,-120,fanatics,0.7099500000000001,0.1644954545454546,0.5309608540925264,-0.014493691362019,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,lost,33.0,-1.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,pass_attempts,Drake Maye,over,25.5,-700,fanatics,0.5344,-0.3406,0.2592592592592592,-0.6157407407407408,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,won,33.0,0.14285714285714285
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,pass_attempts,Drake Maye,over,27.5,-375,fanatics,0.4596,-0.3298736842105263,0.2592592592592592,-0.5302144249512671,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,won,33.0,0.26666666666666666
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,pass_attempts,Drake Maye,over,29.5,-220,fanatics,0.38795,-0.29955,0.2272727272727272,-0.4602272727272727,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,won,33.0,0.45454545454545453
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,pass_attempts,Drake Maye,over,31.5,-135,fanatics,0.32025,-0.254218085106383,0.1666666666666666,-0.4078014184397164,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,won,33.0,0.7407407407407407
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,pass_attempts,Drake Maye,over,33.5,110,fanatics,0.26245,-0.2137404761904761,0.1666666666666666,-0.3095238095238095,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,lost,33.0,-1.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,pass_attempts,Drake Maye,over,35.5,170,fanatics,0.21485,-0.1555203703703703,0.01,-0.3603703703703703,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,lost,33.0,-1.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,pass_attempts,Drake Maye,over,37.5,250,fanatics,0.1723,-0.1134142857142856,0.01,-0.2757142857142857,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,lost,33.0,-1.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,pass_attempts,Drake Maye,over,39.5,360,fanatics,0.1351,-0.082291304347826,0.01,-0.207391304347826,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,lost,33.0,-1.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,pass_attempts,Drake Maye,over,41.5,550,fanatics,0.10735,-0.0464961538461538,0.01,-0.1438461538461538,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,lost,33.0,-1.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,pass_attempts,Drake Maye,over,43.5,800,fanatics,0.08335,-0.0277611111111111,0.01,-0.1011111111111111,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,lost,33.0,-1.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,pass_attempts,Drake Maye,over,45.5,1200,fanatics,0.0639,-0.0130230769230769,0.01,-0.0669230769230769,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,lost,33.0,-1.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,pass_attempts,Sam Darnold,over,23.5,-850,fanatics,0.4563,-0.4384368421052632,0.2592592592592592,-0.635477582846004,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,lost,2.0,-1.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,pass_attempts,Sam Darnold,over,25.5,-400,fanatics,0.392,-0.408,0.2272727272727272,-0.5727272727272728,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,lost,2.0,-1.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,pass_attempts,Sam Darnold,over,27.5,-220,fanatics,0.33215,-0.35535,0.1737152777777778,-0.5137847222222223,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,lost,2.0,-1.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,pass_attempts,Sam Darnold,over,29.5,-135,fanatics,0.284,-0.290468085106383,0.1666666666666666,-0.4078014184397164,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,lost,2.0,-1.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,pass_attempts,Sam Darnold,over,31.5,120,fanatics,0.24065,-0.2138954545454545,0.1155555555555555,-0.3389898989898989,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,lost,2.0,-1.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,pass_attempts,Sam Darnold,over,33.5,175,fanatics,0.201,-0.1626363636363636,0.01,-0.3536363636363636,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,lost,2.0,-1.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,pass_attempts,Sam Darnold,over,35.5,260,fanatics,0.1661,-0.1116777777777777,0.01,-0.2677777777777778,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,lost,2.0,-1.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,pass_attempts,Sam Darnold,over,37.5,400,fanatics,0.13755,-0.06245,0.01,-0.19,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,lost,2.0,-1.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,pass_attempts,Sam Darnold,over,39.5,575,fanatics,0.1123,-0.0358481481481481,0.01,-0.1381481481481481,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,lost,2.0,-1.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,pass_attempts,Sam Darnold,over,41.5,800,fanatics,0.08925,-0.0218611111111111,0.01,-0.1011111111111111,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,lost,2.0,-1.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,pass_completions,Sam Darnold,over,20.5,-105,fanatics,0.304,-0.2081951219512195,0.1505376344086021,-0.3616574875426173,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,lost,1.0,-1.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,pass_completions,Sam Darnold,under,20.5,-125,fanatics,0.696,0.1404444444444443,0.5090909090909089,-0.0464646464646466,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,won,1.0,0.8
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,pass_tds,Drake Maye,over,1.5,120,fanatics,0.4538,-0.0007454545454545,0.3625,-0.0920454545454545,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,lost,1.0,-1.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,pass_tds,Drake Maye,under,1.5,-160,fanatics,0.5462,-0.0691846153846154,0.405982905982906,-0.2094017094017094,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,won,1.0,0.625
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,pass_tds,Sam Darnold,over,0.5,-475,fanatics,0.7031,-0.1229869565217391,0.4831460674157304,-0.3429408891060087,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,lost,0.0,-1.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,pass_tds,Sam Darnold,over,1.5,105,fanatics,0.3835,-0.1043048780487804,0.2978723404255319,-0.1899325376232485,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,lost,0.0,-1.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,pass_tds,Sam Darnold,over,2.5,350,fanatics,0.1815,-0.0407222222222222,0.01,-0.2122222222222222,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,lost,0.0,-1.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,pass_tds,Sam Darnold,over,3.5,1100,fanatics,0.0753,-0.0080333333333333,0.01,-0.0733333333333333,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,lost,0.0,-1.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,pass_tds,Drake Maye,over,0.5,-375,fanatics,0.78055,-0.0089236842105263,0.4855651024454726,-0.3039085817650537,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,won,1.0,0.26666666666666666
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,pass_tds,Drake Maye,over,1.5,120,fanatics,0.4538,-0.0007454545454545,0.3625,-0.0920454545454545,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,lost,1.0,-1.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,pass_tds,Drake Maye,over,2.5,410,fanatics,0.20085,0.0047715686274509,0.01,-0.186078431372549,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,lost,1.0,-1.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,pass_tds,Drake Maye,over,3.5,1200,fanatics,0.0715,-0.0054230769230769,0.01,-0.0669230769230769,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,lost,1.0,-1.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,pass_yards,Drake Maye,over,230.5,-115,fanatics,0.44695,-0.0879337209302325,0.3130699088145895,-0.221813812115643,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,lost,178.0,-1.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,pass_yards,Drake Maye,under,230.5,-115,fanatics,0.55305,0.0181662790697675,0.4155405405405405,-0.119343180389692,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,won,178.0,0.8695652173913043
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,pass_yards,Drake Maye,over,149.5,-1200,fanatics,0.79825,-0.1248269230769231,0.4687205281358062,-0.4543563949411169,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,won,178.0,0.08333333333333333
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,pass_yards,Drake Maye,over,174.5,-500,fanatics,0.69795,-0.1353833333333334,0.4687205281358062,-0.3646128051975271,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,won,178.0,0.2
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,pass_yards,Drake Maye,over,199.5,-245,fanatics,0.5868,-0.1233449275362319,0.4623376623376623,-0.2478072651985696,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,lost,178.0,-1.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,pass_yards,Drake Maye,over,224.5,-130,fanatics,0.473,-0.0922173913043478,0.3130699088145895,-0.2521474824897582,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,lost,178.0,-1.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,pass_yards,Drake Maye,over,249.5,135,fanatics,0.3682,-0.057331914893617,0.2407846153846154,-0.1847472995090015,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,lost,178.0,-1.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,pass_yards,Drake Maye,over,274.5,230,fanatics,0.27695,-0.026080303030303,0.1884328358208955,-0.1145974672094075,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,lost,178.0,-1.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,pass_yards,Drake Maye,over,299.5,390,fanatics,0.2022,-0.0018816326530612,0.01,-0.1940816326530612,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,lost,178.0,-1.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,pass_yards,Drake Maye,over,324.5,700,fanatics,0.1455,0.0204999999999999,0.01,-0.115,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,lost,178.0,-1.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,pass_yards,Drake Maye,over,349.5,1200,fanatics,0.1016,0.024676923076923,0.01,-0.0669230769230769,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,lost,178.0,-1.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,pass_yards,Sam Darnold,over,149.5,-1200,fanatics,0.7278,-0.1952769230769231,0.4687205281358062,-0.4543563949411169,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,lost,13.0,-1.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,pass_yards,Sam Darnold,over,174.5,-500,fanatics,0.6203,-0.2130333333333334,0.4687205281358062,-0.3646128051975271,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,lost,13.0,-1.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,pass_yards,Sam Darnold,over,199.5,-230,fanatics,0.51235,-0.184619696969697,0.3442622950819673,-0.3527074018877297,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,lost,13.0,-1.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,pass_yards,Sam Darnold,over,224.5,-125,fanatics,0.41115,-0.1444055555555555,0.273356401384083,-0.2821991541714725,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,lost,13.0,-1.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,pass_yards,Sam Darnold,over,249.5,145,fanatics,0.3178,-0.0903632653061224,0.2125443097014926,-0.1956189556046298,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,lost,13.0,-1.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,pass_yards,Sam Darnold,over,274.5,250,fanatics,0.24065,-0.0450642857142856,0.1865211983560459,-0.0991930873582398,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,lost,13.0,-1.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,pass_yards,Sam Darnold,over,299.5,410,fanatics,0.1763,-0.019778431372549,0.01,-0.186078431372549,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,lost,13.0,-1.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,pass_yards,Sam Darnold,over,324.5,700,fanatics,0.12885,0.0038499999999999,0.01,-0.115,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,lost,13.0,-1.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,pass_yards,Sam Darnold,over,349.5,1200,fanatics,0.09185,0.014926923076923,0.01,-0.0669230769230769,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,lost,13.0,-1.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,reception_yards,Cooper Kupp,over,30.5,-115,fanatics,0.69295,0.1580662790697674,0.5165016501650164,-0.0183820707652161,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,won,35.0,0.8695652173913043
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,reception_yards,Cooper Kupp,under,30.5,-115,fanatics,0.30705,-0.2278337209302324,0.182852775114771,-0.3520309458154614,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,lost,35.0,-1.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,reception_yards,Hunter Henry,over,9.5,-1100,fanatics,0.8661,-0.0505666666666666,0.6300333640128855,-0.2866333026537812,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,won,26.0,0.09090909090909091
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,reception_yards,Hunter Henry,over,19.5,-340,fanatics,0.7169,-0.0558272727272727,0.5166115300518261,-0.2561157426754465,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,won,26.0,0.29411764705882354
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,reception_yards,Hunter Henry,over,29.5,-150,fanatics,0.56335,-0.0366499999999999,0.3780674846625767,-0.2219325153374232,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,lost,26.0,-1.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,reception_yards,Hunter Henry,over,39.5,125,fanatics,0.4254,-0.0190444444444444,0.28,-0.1644444444444444,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,lost,26.0,-1.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,reception_yards,Hunter Henry,over,49.5,200,fanatics,0.30535,-0.0279833333333333,0.1811309155063939,-0.1522024178269393,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,lost,26.0,-1.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,reception_yards,Hunter Henry,over,59.5,320,fanatics,0.2202,-0.017895238095238,0.0403945452138223,-0.1977006928814157,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,lost,26.0,-1.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,reception_yards,Hunter Henry,over,69.5,525,fanatics,0.15185,-0.0081499999999999,0.01,-0.15,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,lost,26.0,-1.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,reception_yards,Hunter Henry,over,79.5,750,fanatics,0.10175,-0.0158970588235294,0.01,-0.1076470588235294,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,lost,26.0,-1.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,reception_yards,Hunter Henry,over,89.5,1100,fanatics,0.06895,-0.0143833333333333,0.01,-0.0733333333333333,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,lost,26.0,-1.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,reception_yards,Cooper Kupp,over,9.5,-650,fanatics,0.90005,0.0333833333333333,0.641404590214013,-0.2252620764526537,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,won,35.0,0.15384615384615385
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,reception_yards,Cooper Kupp,over,19.5,-245,fanatics,0.8059,0.095755072463768,0.5333066957619977,-0.1768382317742342,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,won,35.0,0.40816326530612246
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,reception_yards,Cooper Kupp,over,29.5,-120,fanatics,0.7028,0.1573454545454545,0.5165118611308643,-0.028942684323681,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,won,35.0,0.8333333333333334
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,reception_yards,Cooper Kupp,over,39.5,145,fanatics,0.6021,0.1939367346938775,0.4681102362204724,0.0599469709143499,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,lost,35.0,-1.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,reception_yards,Cooper Kupp,over,49.5,225,fanatics,0.50555,0.1978576923076923,0.3456114786716656,0.0379191709793578,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,lost,35.0,-1.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,reception_yards,Cooper Kupp,over,59.5,360,fanatics,0.41735,0.1999586956521739,0.2642346175963197,0.0468433132484936,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,lost,35.0,-1.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,reception_yards,Cooper Kupp,over,69.5,525,fanatics,0.3367,0.1767,0.2095208357058278,0.0495208357058278,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,lost,35.0,-1.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,reception_yards,Cooper Kupp,over,79.5,750,fanatics,0.271,0.1533529411764706,0.1349496118790309,0.0173025530555015,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,lost,35.0,-1.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,reception_yards,Cooper Kupp,over,89.5,1100,fanatics,0.21735,0.1340166666666666,0.0336025420362769,-0.0497307912970563,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,lost,35.0,-1.0
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,reception_yards,Jaxon Smith-Njigba,over,39.5,-950,fanatics,0.72665,-0.1781119047619047,0.5172903837044055,-0.3874715210574992,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,won,122.0,0.10526315789473684
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,reception_yards,Jaxon Smith-Njigba,over,49.5,-500,fanatics,0.62125,-0.2120833333333334,0.4763948497854077,-0.3569384835479256,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,won,122.0,0.2
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,reception_yards,Jaxon Smith-Njigba,over,59.5,-300,fanatics,0.5217,-0.2282999999999999,0.3519494204425711,-0.3980505795574289,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,won,122.0,0.3333333333333333
2026-09-09,2026-09-10T00:20:00Z,Seattle Seahawks,New England Patriots,reception_yards,Jaxon Smith-Njigba,over,69.5,-185,fanatics,0.42675,-0.2223728070175438,0.28,-0.3691228070175438,No market is allowlisted for NFL. That is the correct state until a market has been measured against real prices and Cooper has signed a receipt.,2026-09-10T13:08:06.703672+00:00,won,122.0,0.5405405405405406
